titles;target
Ученые улучшили технологию получения топлива из отходов;0
Российские ученые нашли ген, отвечающий за тяжесть инсульта;0
"Робота ""Теледроид"" для экспериментов в космосе соберут в 2024 году";0
В России создали систему для моделирования полезных микробов;0
Болезнь началась стремительно. Что помогло выжить пациентке с раком крови;0
"Глава ""Роскосмоса"" назвал причину крушения ""Луны-25""";0
"Роскосмос назвал причину крушения ""Луны-25""";0
"Лауреатов на премию ""За верность науке"" назовут в октябре";0
Обновление – дело молодых. Зачем нужен конкурс молодых педагогов-ученых?;0
В России смогут создавать жаростойкий бетон из отходов металлургии;0
В России знают, как использовать искусственный интеллект в борьбе с раком;0
Говорить с природой на ее языке. Что спасет человечество от биоугроз;0
Россия привлекает частный бизнес в космические проекты, заявил Путин;0
"В России научили комбайны искать ""иголки"" в стогах сена";0
Летопись на костях. Что стоит за открытием новых видов динозавров;0
Международный научный форум по редактированию генома стартовал в России;0
В России создали новое навесное оборудование для уборки аэродромов;0
"Источник назвал новую возможную причину крушения ""Луны-25""";0
В России создали новую технологию для нефтегазовой добычи в Арктике;0
Пугающие цифры. С чем связан глобальный всплеск рака среди молодых;0
"К Земле приближается ""пропавший"" на 34 года опасный астероид";0
Триколор: 50% клиентов назвали внешние атаки причиной помех спутникового ТВ;0
Утонули все птенцы. Ученые предрекают исчезновение императорских пингвинов;0
"Путин поручил поэтапно применять модуль ""Системы ИИ"" в высшем образовании";0
Путин поручил мониторить эффективность расходов на исследования в сфере ИИ;0
Живущие внутри нас. Ученые опровергли главные мифы о микробиоме человека;0
"В России создают ""виртуального агронома"" для городских фермеров";0
Компания HONOR показала складные смартфоны Magic V2 и V Purse;0
В Китае разработали прототип для взаимодействия с объектами в космосе;0
Ученые создали долговечное и экологичное покрытие для кровли;0
Российские ученые нашли промышленное применение отходам алмазодобычи;0
Китай успешно вывел на орбиту четыре спутника;0
В России создали легкий бетон со скорлупой кокоса;0
Это удивительно. Что индийский ровер обнаружил в лунном грунте;0
Путин поручил увеличить размер грантов для научных исследований в вузах;0
Запуск первого японского модуля SLIM на Луну намечен на 7 сентября;0
Аналогов нет. В России создают самый совершенный синхротрон;0
В России предложили заменить зубную эмаль скорлупой куриных яиц;0
Ученые заявили, что колебания на Луне не повлияют на миссии России;0
В России пройдет международный научный форум по редактированию генома;0
Невозможно предотвратить. Почему дельфины идут на верную гибель;0
Роскосмос согласовал с партнерами планы по использованию МКС до 2030 года;0
"Ученый объяснил, почему кратеру от падения ""Луны-25"" не дадут имя";0
В Индии начали обратный отсчет до старта миссии к Солнцу;0
Приборы индийской миссии выявили возможную сейсмоактивность на Луне;0
Индийский аппарат подтвердил наличие серы на Луне;0
Чем злокачественнее, тем эффективнее. Как работает новая терапия рака;0
В России разработали новый материал для суперконденсаторов;0
Росатом начал строить на Урале центр испытаний электроники;0
Ученый рассказал о возможностях прогнозирования землетрясений;0
"Наука должна заговорить с каждым. ""Вектор успеха"" строит планы на будущее";0
Российские ученые нашли новые материалы для эффективной энергетики;0
В России создали первые отечественные фильтры донорской крови;0
Индийский аппарат нашел на южном полюсе Луны серу и различные металлы;0
Дмитрий Изместьев: наша цель – развиваться как вендор;0
"В Кремле прокомментировали падение ""Луны-25""";0
Российские ученые принимают участие в поисках темной материи;0
Начались беспорядки. Европа на пороге кризиса из-за дефицита воды;0
В Сеченовском университете создали тест для оценки обоняния;0
"Эксперт заявил, что индийский луноход не сможет заснять обломки ""Луны-25""";0
Начальник ЦПК рассказал об отборе в отряд космонавтов;0
Ученый оценил данные индийского модуля о горячей поверхности Луны;0
"Историк космонавтики оценил затраты на повторение миссии ""Луна-25""";0
Названа причина отмены запуска первого японского лунного модуля;0
"Ученый рассказал о работе аварийной комиссии ""Луны-25""";0
Пилотируемый корабль с экипажем из четырех человек прибыл на МКС;0
Санкции помогли понять, что наука необходима для России, заявил Фурсенко;0
Академик Лев Зеленый: на Марсе люди будут, несмотря ни на что;0
"Эксперт исключил версию об ошибке в расчетах движения упавшей ""Луны-25""";0
Борисов высказался о следующих миссиях на Луну;0
"В ""Роскосмосе"" допустили повторение миссии на южный полюс Луны к 2026 году";0
В России создали новую технологию хранения отработанного ядерного топлива;0
"Тритиевую воду с ""Фукусимы-1"" сливают в океан. Чем это грозит";0
"Экипаж ""Союза МС-24"" сдал экзамены перед полетом на МКС";0
Орбиту МКС скорректировали для уклонения от космического мусора;0
Захоронения бронзового века и Средневековья найдены в Самарской области;0
Ученые выяснили, как на пшеницу влияют тепловые электростанции;0
Индийский луноход выехал на поверхность спутника Земли;0
Роскосмос поздравил индийских коллег с успешной посадкой аппарата на Луну;0
Индия первой в мире успешно посадила аппарат на южном полюсе Луны;0
"Индия начала посадку на Луну спускаемого аппарата миссии ""Чандраян-3""";0
Моди предложил лидерам БРИКС расширить сотрудничество в области космоса;0
До летального исхода. Есть ли польза от антидепрессантов;0
"Чернышенко рассказал о платформе ""Гостех""";0
В ВЭБ.РФ предложили запустить программу для академической науки;0
В России создали свою технологию лечебного питания;0
Швыдкой предложил создать комиссию по регулированию ИИ;0
Песков перенаправил в Минкультуры вопрос о Гергиеве и Большой театр;0
Внук Шарля де Голля заявил о дискриминации российской культуры на Западе;0
Врачи рассказали о состоянии режиссера Александра Митты;0
"Экс-участник ""Би-2"" найден мертвым";0
Киноляпы: чего вы не замечали в любимых фильмах;0
Большой театр не стал комментировать информацию об объединении с Мариинским;0
Два филиала Третьяковки в регионах откроются в 2024 году;0
Киностудия Горького начала съемки фильма о Раисе Горбачевой;0
Режиссер Митта находится в реанимации, сообщил его помощник;0
"Умер один из основателей группы ""Алиса"" Андрей Шаталин";0
Премьер Литвы рассказала о возможной процедуре лишения Лиепы гражданства;0
В Малом театре рассказали о состоянии Юрия Соломина;0
В Большом театре рассказали, как борются с перекупщиками билетов;0
"Большой театр заявил, что не сможет увеличить число показов ""Щелкунчика""";0
SOPRANO Турецкого: провокатор пел вместе с нами на русском;0
В Италии назвали попытки запретить культурные связи с Россией актом насилия;0
Суд проверит законность продления ареста Беркович и Петрийчук 28 ноября;0
Музыкант Пинчук рассказал о победе в международном конкурсе саксофонистов;0
Писателю Глуховскому* повторно выписали штраф;0
В Новгородской области установили первый памятник собаке-санитару;0
Ректор института имени Пушкина поддержала возрождение Царскосельского лицея;0
Центральный телеграф накануне столетия обретет вторую жизнь;0
Медики рассказали о состоянии Юрия Соломина;0
Врачи рассказали о состоянии режиссера Александра Митты;0
Помощник Митты рассказал о состоянии режиссера;0
"Фильм ""По щучьему велению"" в третий раз возглавил прокат в России и СНГ";0
Режиссера Александра Митту экстренно госпитализировали;0
Режиссеру Александру Митте вызывали скорую из-за повышения температуры;0
"Сайт Большого театра плохо работает из-за высокого спроса на ""Щелкунчика""";0
"На аукционе в Англии экземпляр меню ""Титаника"" продали за 84 тысячи фунтов";0
Умерла писательница Нина Садур;0
В Малом театре рассказали о состоянии Юрия Соломина;0
"Холоп, ""Гардемарины"", ""Бременские музыканты"": самые ожидаемые премьеры";0
"В Анкаре откроется фестиваль ""RT.Док: Время героев""";0
"В кассах Большого театра начались продажи билетов на ""Щелкунчик""";0
"Перед Большим театром снова собрались очереди за билетами на ""Щелкунчика""";0
Креативный директор модного дома Moschino умер в возрасте 46 лет;0
Директор Малого театра рассказала о состоянии Юрия Соломина;0
Советник рассказал об интересе Путина к Петербургскому культурному форуму;0
"Открылся фестиваль ""Музыкальное сердце театра""";0
С национальным акцентом: как ковер превратить в модную одежду;0
Новое здание художественной галереи в Перми достроят весной;0
"Лиц, незаконно записывавших в очередь за билетами на ""Щелкунчик"", задержали";0
"Выставка ""Африка. Любовь с первого взгляда""";0
Путин поздравил Пахмутову с днем рождения;0
Ректор Литинститута рассказал о творчестве Тургенева;0
Эко против арта: вандалы Европы атакуют искусство;0
Классик при жизни. Что вы знаете об Иване Тургеневе?;0
"Картина Пабло Пикассо ""Женщина с часами"" ушла с молотка";0
Путин призвал повысить инвестпривлекательность объектов культуры;0
Путин заявил, что 16 процентов памятников находятся в плохом состоянии;0
"Путин поручил обеспечить реализацию проекта ""Музей памяти"" в Магадане";0
В Москве открылась выставка африканского светского искусства;0
Модельер выставил на торги копии пяти платьев принцессы Дианы;0
Путин объявил благодарность Газманову, Сенчуковой и Рыбину;0
Появились новые подробности о состоянии Соломина;0
Прощание с актером Анатолием Яббаровым пройдет в Москве 9 ноября;0
Медики рассказали о состоянии Юрия Соломина;0
"Разбившим стекло картины ""Венера с зеркалом"" активистам выдвинули обвинения";0
Народную артистку России Раису Максимову госпитализировали;0
"Умер актер из ""Джентльменов удачи"" Анатолий Яббаров";0
Стал известен обладатель Гонкуровской премии 2023 года;0
Поезд Деда Мороза посетит более 80 городов России;0
Состояние Юрия Соломина значительно улучшилось;0
РЖД показали в Москве поезд Деда Мороза;0
"В Волгограде пройдет фестиваль ""RT.Док: Время героев""";0
Аксенов заявил, что скифское золото у Крыма просто отняли;0
"В Госдуме направили Урину вопросы о ситуации с билетами на ""Щелкунчик""";0
Врачи рассказали о состоянии Юрия Соломина;0
Звук, волна и первый ярус: как продвигается ремонт во МХАТе имени Горького;0
Будущее за такими артистами, как Shaman, заявила Матвиенко;0
В Малом театре сообщили о госпитализации Юрия Соломина;0
Умер искусствовед Аркадий Ипполитов;0
На экраны выйдет новый сериал о Екатерине II;0
В Китае открылась выставка о дружбе Толстого и Репина;0
Артистка Максакова получила травму после спектакля;0
Юрия Темирканова похоронили на кладбище под Петербургом;0
"Цыгановы рассказали, что ""обыск"" оказался розыгрышем пранкера Лексуса";0
В Петербурге простились с дирижером Юрием Темиркановым;0
"Фильм ""По щучьему велению"" собрал в прокате более миллиарда рублей";0
В Петербурге началось прощание с Юрием Темиркановым;0
В море у итальянской Сардинии нашли огромный клад с древнеримскими монетами;0
"Авито блокирует объявления о продаже мест в очереди на ""Щелкунчика""";0
"Платформа ""Авито"" удалила все объявления о продаже билетов на ""Щелкунчик""";0
"За место в очереди для покупки билета на ""Щелкунчик"" просят 15 тысяч рублей";0
"В Москве пожаловались на организацию продажи билетов на ""Щелкунчика""";0
"В Совфеде предложили способ упорядочить продажу билетов на ""Щелкунчика""";0
"Эксцессов при продаже билетов на ""Щелкунчик"" нет, заявили в Большом театре";0
"В Москве начались продажи билетов на балет ""Щелкунчик""";0
Бесплатная Третьяковка и 30 Маяковских: как развлечься в выходные;0
"Умерла актриса из ""Улиц разбитых фонарей"" и ""Мажора""";0
"Возле Большого театра скопилась очередь из-за билетов на ""Щелкунчик""";0
Журналисты из Грузии, Армении и Сербии сняли фильм о русской культуре;0
Новосибирская филармония получила изготовленные монахами в ЛНР скрипки;0
В центре Белгорода археологи нашли артефакты и захоронение;0
Публика в Харбине встретила овациями балет Приморской сцены Мариинки;0
Путин выразил соболезнования из-за смерти Темирканова;0
ChatGPT теперь может заменить сценариста, заявил эксперт;0
Назван музыкальный жанр, под который любят расслабляться россияне;0
СМИ: еще одна женщина обвинила солиста Aerosmith в сексуальном насилии;0
Умер худрук Санкт-Петербургской филармонии Юрий Темирканов;0
"В Минкультуры рассказали об условиях хранения иконы ""Троица""";0
Скарлетт Йоханссон подала в суд на приложение ИИ за использование ее образа;0
Беременная актриса умерла в 35 лет;0
Анджелина Джоли осудила лидеров, не выступающих за прекращение огня в Газе;0
В ДНР открыли детский исследовательский центр;0
В Ереване открылась выставка российских фотографов;0
"Детский фильм ""Чижик-Пыжик возвращается"" будет доступен в Сети";0
"Приморская сцена Мариинского театра представит в Китае ""Спящую красавицу""";0
"Корона ""Мисс мира"" и хейт за лишний вес: как живет Айшвария Рай";0
В затонувшем греческом городе обнаружили изображение героя Троянской войны;0
Умерла актриса Марина Москаленко;0
"В Москве пройдет конференция ""Елисаветинско-Сергиевские чтения""";0
Книга Мэттью Перри после его смерти стала  бестселлером;0
"Музей ""Царское Село"" в высокий сезон посетили почти три миллиона человек";0
"Звезды сериала ""Друзья"" отреагировали на смерть Мэттью Перри";0
От Урашту до Армении: древнее искусство на выставке в ГМИИ;0
Гоша Куценко рассказал о съемках откровенных сцен в фильмах;0
Суд рассмотрит вопрос о продлении ареста Беркович и Петрийчук 2 ноября;0
"Музей Востока на выставке ""Россия"" представит более ста экспонатов";0
"Анна Кикина высказалась об участии в возможном продолжении фильма ""Вызов""";0
Премьер Канады отреагировал на смерть актера Мэттью Перри;0
Алопеция, алкоголизм, рак: чем болеют герои знаменитых картин;0
"Звезда сериала ""Друзья"" Мэттью Перри умер в возрасте 54 лет";0
Умерла актриса Дарья Пешкова;0
На Зеленом фестивале в Крыму высадили миндаль от РИА Новости;0
"От ""Смешариков"" до аниме: что вы знаете о мультиках разных стран";0
"В Москве открыли мемориальную доску автору пьесы ""Любовь и голуби""";0
Кинотеатры могут закрыть год с общими сборами в 35 миллиардов рублей;0
"Фестиваль ""Чудо света"" приурочат к открытию выставки-форума ""Россия""";0
В Кремлевском дворце 14 декабря состоится киноконцерт к столетию Гайдая;0
"Международный фестиваль дикой природы ""Золотая черепаха"" открылся в Москве";0
Актер Александр Петров выложил романтическое видео с молодой женой;0
Путин поздравил коллектив Музея МХАТ с юбилеем;0
"Спектакль по ""Человеку-амфибии"" представят в Театре на Малой Ордынке";0
Певица Кристина Дурис умерла в 38 лет;0
"МХТ отметил юбилей премьерой ""9 ряд, 10, 11 место""";0
Последняя песня группы Beatles с вокалом Леннона выйдет 2 ноября 2023 года;0
В Сочи открылась выставка, посвященная режиссеру Леониду Гайдаю;0
Акробаты Большого Московского цирка получили золото на фестивале в Китае;0
В башкирском парламенте возник спор по поводу улицы имени Нуреева в Уфе;0
Гопкинс! И все подпрыгнули. Как шутили великие артисты МХТ;0
Известная актриса и модель умерла в 34 года;0
Юморист Валерий Пономаренко рассказал о перенесенной операции на сосудах;0
Погибшего военкора Журавлева отметили литературной премией;0
Унылая пора. Как хорошо вы знаете цитаты об осени?;0
Бодипозитив не окупился: модный бизнес отказывается от навязанной повестки;0
В Ереване стартовал российско-армянский медиафорум;0
"Всероссийская акция ""Ночь искусств"" пройдет 4 ноября";0
Умер гитарист британской группы Massive Attack Анджело Брускини;0
Спектакль о холокосте покажут в Библиотеке иностранной литературы;0
"Соседи раскритиковали ""вечный ремонт"" особняка Кейт Бланшетт";0
"В Москве представят новогоднее ледовое шоу Навки ""Вечера на хуторе""";0
"Богомолов рассказал, как он ""медленно приучал"" зрителя к своим постановкам";0
В Театре Моссовета заявили, что Домогаров сам попросил снять его с роли;0
Суд отложил рассмотрение жалоб на продление ареста Беркович и Петрийчук;0
"Фильм ""Повелитель ветра"" возглавил кинопрокат в России за выходные";0
Запад vs советская культура: как присуждали Нобелевку по литературе;0
Правительство объявило о финансировании ремонта детских театров в регионах;0
"В Мелитополе открыли фотовыставку ""Россия – моя история""";0
"В Нью-Йорке чернокожий хор сорвал овации, спев ""Всенощное бдение""";0
Письмо в будущее: что закрыто в капсулах времени;0
"Умерла актриса из ""Аты-баты, шли солдаты…"" Нина Кирьякова";0
Мэрил Стрип рассталась с мужем после 45 лет брака;0
"Кустурица рассказал о съемках фильма ""Преступление без наказания""";0
Victoria's Secret откажется от бодипозитива из-за плохой выручки;0
Хабенский запланировал возвращение в большое кино;0
Наследники Берлускони планируют уничтожить его коллекцию картин;0
Любимова поздравила Школу-студию МХАТ с юбилеем;0
Конкурс Стенина: СВО и Олимпиада в объективе победителей;0
Умер бывший министр культуры СССР Василий Захаров;0
В Ингушетии обнаружили древний подземный склеп;0
В Москве похоронили композитора Геннадия Гладкова;0
Путин подписал закон об облегчении содержания памятников ВОВ;0
Назван победитель конкурса имени Андрея Стенина 2023 года;0
"Умер актер Сергей Гладков, известный по ролям в ""Каламбуре""";0
В Иране задержали ключевого фигуранта дела об убийстве режиссера Мехрджуи;0
"СМИ: умер звезда фильмов ""Рокки"" Берт Янг";0
Глуховскому* грозит новый штраф за несоблюдения закона об иноагентах;0
"Умер актер из ""Улиц разбитых фонарей"" Евгений Артемьев";0
Умер актер Николай Ващилин;0
Братья навек: как Россия покоряет сердца китайцев;0
Татьяна Лазарева* обжаловала второй штраф за нарушение закона об иноагентах;0
Noize MC* грозит штраф за нарушение закона об иноагентах;0
В Еврейском музее в Москве представят работы художника Энди Уорхола;0
Россиянин Елисей Мысин выиграл музыкальный конкурс в США;0
Индонезия решила бойкотировать немецкую книжную ярмарку;0
"В Сочи открылся Международный конкурс ""Молодой балет мира""";0
Гладков сделал многое для развития музыкального искусства, заявил Володин;0
Умер заслуженный артист России Александр Готгельф;0
"Песни Гладкова стали символом лент ""Союзмультфильма"", заявила Слащева";0
Путин выразил соболезнования из-за смерти Геннадия Гладкова;0
Гастроли Театра балета Эйфмана пройдут в ОАЭ, Таиланде и КНР;0
Сенатор Карасин назвал композитора Геннадия Гладкова легендой музыки;0
Депутат Ямпольская выразила соболезнования в связи со смертью Гладкова;0
Варшавер назвал Гладкова выдающимся человеком, создавшим потрясающую музыку;0
Юрий Энтин выразил соболезнования в связи со смертью Геннадия Гладкова;0
Умер композитор Геннадий Гладков;0
Музей в Нью-Йорке уберет останки людей со всеобщего обозрения;0
"Фильм ""Повелитель ветра"" снова возглавил кинопрокат в России в выходные";0
Учитель года рассказал, с чего начинать знакомство детей с литературой;0
"Темнокожая Белоснежка и мультики про ЛГБТ: как ""Дисней"" ударился в повестку";0
Симоньян поставила Ахматову в пример уехавшим из России звездам;0
Умер художник и поэт Гавриил Лубнин;0
СМИ: режиссера Мехрджуи и его жену нашли мертвыми в их доме в Иране;0
"Умерла звезда сериала ""Твин Пикс""";0
Три тысячи посетителей Лувра эвакуировали из-за угрозы взрыва;0
"Дочь Юдашкина: ""Папа всегда любил женщин, ценил их фигуры и красоту""";0
В Пермском крае памятник лыжнику назвали мужем Аленки из Нововоронежа;0
Умерла актриса Галина Байнякшина;0
В Перми планируют создать музей СВО;0
Лучшие фильмы Чаплина покажут в московских кинотеатрах;0
Российские специалисты обнаружили у Моны Лизы признаки алопеции;0
Легенды Кремля: чья на самом деле шапка Мономаха;0
"В Нижнем Новгороде состоялась премьера оперы ""Евгений Онегин""";0
"В прокат вышел мультфильм ""Смешарики снимают кино""";0
"Александра Захарова: отец сочинил ""Ленком"" и телевизионный кинематограф";0
ВЦИОМ назвал актера и актрису года по версии россиян;0
Великая и древняя: как еврейская культура живет в России;0
Отменить русскую культуру не получилось, заявили в Россотрудничестве;0
"В Москве открылась выставка ""Процесс. Франц Кафка и искусство XX века""";0
Умер художник Виктор Фесенко;0
Народные против народа и СВО: можно ли лишать артистов званий и пенсий;0
Количество книжных магазинов в России за четыре года сократилось на треть;0
Российский сериал о ВОВ победил на фестивале в США;0
На Глуховского* составили протокол за отсутствие плашки иноагента;0
"Фестиваль ""Хоровой ринг"" впервые пройдет в Москве";0
Третьяковка впервые за 65 лет открыла выставку работ Рериха;0
От Рахманинова до Магомаева: как прошел концерт Ильдара Абдразакова;0
Летучий голландец Богомолова: Бураново вместо фьордов;0
Умер народный артист ЛНР Михаил Голубович;0
Любимова рассказала Путину об интересе россиян к отечественному кино;0
Красота в провинции: современные художники отправились в Зарайск;0
Путин в понедельник встретится с главой Минкультуры Любимовой;0
В Москве избили актера Павла Баршака, сообщил источник;0
Выше политики: иностранные музыканты отказались от отмены России;0
"Фильм ""Повелитель ветра"" возглавил кинопрокат в России и СНГ за выходные";0
Умерла советская и украинская певица Нина Матвиенко;0
Имя в камне: трагедия и красота жизни Алексея Щусева;0
Умер режиссер дубляжа Максаков;0
Путин и Мирзиеев примут программу культурного сотрудничества;0
Путин присвоил звание Героя труда художнику Александру Шилову;0
Космонавты разыграют на орбите сценку к юбилею МХТ имени Чехова;0
Суд рассмотрит протокол на Максакову* за отсутствие плашки иноагента;0
Друг Николая Дроздова опроверг сообщения о раке у телеведущего;0
Биография Александра Шилова;0
Неизвестная редакция рукописи песни Высоцкого ушла с молотка;0
В Кремлевском дворце прошел торжественный концерт ко Дню учителя;0
В Британии в старинной ратуше обнаружили сцену времен Шекспира;0
Нобелевскую премию по литературе присудили норвежскому писателю Юну Фоссе;0
Фотоконкурс имени Андрея Стенина-2023 объявит победителей в октябре;0
Образование с акцентом: иностранцы продолжают ехать учиться в Россию;0
Великие учителя: уникальные архивные снимки Гнесиной и Шостаковича;0
Умерла народная артистка России Наталия Королева;0
"Лауреатом литературной премии ""Ясная поляна"" стала Саша Николаенко";0
В Узбекистане экстренно госпитализировали Кевина Спейси;0
На выставку Рериха в Третьяковке собрали экспонаты из 18 музеев;0
Запад показывает слабость, запрещая русскую культуру, заявил внук де Голля;0
"Музей в Москве предложил тренировки по подготовке к ""экзамену космонавтов""";0
"В фильме ""Письмо Деду Морозу"" сыграют Охлобыстин и Асмус";0
Начало новой эры: как художники видят наши победы в космосе;0
"Умер актер из ""Тихого Дона"" Сергей Зубенко";0
В Кисловодске появится первая в России музыкальная скульптура Рахманинова;0
Netflix планирует повысить цены на подписки после забастовки актеров;0
В московском Музее музыки покажут отреставрированную скрипку Страдивари;0
"Голову дроида C-3PO из ""Звездных войн"" выставили на торги";0
Появились первые кадры со съемок фильма с Гагариной в главной роли;0
Старшей дочери Кадырова присвоили звание народной артистки Чечни;0
"Оперная дива Касьян: ""Я никогда не откажусь от дома и гражданства России""";0
Писатель назвал произведение, которое стоит внести в школьную программу;0
Оперная певица Янечкова умерла в 25 лет;0
"Кинофестиваль ""RT.Док: Время героев"" откроется в Курске 18 октября";0
Самый северный в России виртуальный концертный зал открылся на Таймыре;0
"СМИ: умер актер из фильма ""Карты, деньги, два ствола"" Джейк Абрахам";0
"Фильм ""Неудержимые 4"" возглавил кинопрокат в России и СНГ за выходные";0
"Дептранс Москвы выпустил карты ""Тройка"" к юбилею Музея МХАТ";0
Звезды Болливуда: что стало с легендами индийского кино;0
"Умер актер из ""Республики ШКИД"" Александр Липов";0
Кустурица может снять часть фильма по Достоевскому на Кубани;0
Сербский режиссер Кустурица планирует посетить новые регионы России;0
Лихачева заявила об окончании эпохи глобализации в искусстве;0
"Путин рассказал о важности ""Рихтеровских встреч"" для отечественной культуры";0
Кристину Асмус прооперировали;0
Директор фонда Пахмутовой рассказал о ее состоянии;0
Книгу к 150-летию Алексея Щусева представили в Москве;0
Российские и японские музыканты выступят на фестивале в Такасаки;0
Остановите русскую культуру: Пелевин высмеял сancel culture в новом романе;0
Путин посетил концерт в честь столетия поэта Расула Гамзатова;0
СМИ: Азербайджану нет смысла разрушать армянские памятники в Карабахе;0
"Данила Козловский вошел в состав жюри кинофестиваля ""Маяк""";0
Гостям Октоберфеста могут запретить вход за нацистские приветствия;0
Умер исполнитель роли Дамблдора в фильмах о Гарри Поттере Майкл Гэмбон;0
"В Якутии призвали обсудить на федеральном уровне запрет фильма ""Айта""";0
Музей блокады Ленинграда хотят развить до всероссийского уровня;0
В Москве открылась выставка, посвященная Расулу Гамзатову;0
Умер основоположник продюсерского образования в России Юрий Орлов;0
Новый глава депкульта Москвы продолжит развитие творческой базы в столице;0
Путин посетит концерт, посвященный столетию со дня рождения Гамзатова;0
